step,time,loss,acc
46900,2025-08-20T06:48:05.148620,8.498603e-03,1.000000e+00
46950,2025-08-20T06:48:14.822795,6.685521e-03,1.000000e+00
47000,2025-08-20T06:48:24.606413,3.032139e-03,1.000000e+00
47050,2025-08-20T06:50:25.937025,2.366769e-03,1.000000e+00
47100,2025-08-20T06:50:36.128858,2.012998e-03,1.000000e+00
47150,2025-08-20T06:50:45.697173,4.717022e-03,1.000000e+00
47200,2025-08-20T06:50:55.221338,2.763626e-02,9.921875e-01
47250,2025-08-20T06:51:04.702408,1.336881e-02,1.000000e+00
47300,2025-08-20T06:51:14.387531,4.007203e-02,9.921875e-01
47350,2025-08-20T06:51:24.192915,1.959342e-02,9.921875e-01
47400,2025-08-20T06:51:33.909553,2.655050e-03,1.000000e+00
47450,2025-08-20T06:51:43.402720,2.936581e-02,9.843750e-01
47500,2025-08-20T06:51:52.950332,1.393785e-02,9.921875e-01
47550,2025-08-20T06:54:02.444347,1.347631e-02,9.921875e-01
47600,2025-08-20T06:54:12.171688,7.262962e-03,1.000000e+00
47650,2025-08-20T06:54:21.953546,3.336433e-03,1.000000e+00
47700,2025-08-20T06:54:31.611518,9.707554e-03,1.000000e+00
47750,2025-08-20T06:54:41.074155,4.130387e-02,9.921875e-01
47800,2025-08-20T06:54:50.633676,9.138100e-03,1.000000e+00
47850,2025-08-20T06:55:00.166888,1.749009e-03,1.000000e+00
47900,2025-08-20T06:55:09.981733,5.979227e-02,9.843750e-01
47950,2025-08-20T06:55:19.720828,2.566147e-03,1.000000e+00
48000,2025-08-20T06:55:29.338076,6.268297e-02,9.921875e-01
48050,2025-08-20T06:57:28.260270,1.402979e-02,9.921875e-01
48100,2025-08-20T06:57:37.791988,4.904632e-03,1.000000e+00
48150,2025-08-20T06:57:47.258485,2.338636e-03,1.000000e+00
48200,2025-08-20T06:57:56.990924,3.784828e-03,1.000000e+00
48250,2025-08-20T06:58:06.859875,1.011973e-01,9.843750e-01
48300,2025-08-20T06:58:16.641069,3.607223e-03,1.000000e+00
48350,2025-08-20T06:58:26.201560,6.763402e-03,1.000000e+00
48400,2025-08-20T06:58:35.694733,3.919823e-02,9.921875e-01
48450,2025-08-20T06:58:45.247878,3.599324e-03,1.000000e+00
48500,2025-08-20T06:58:55.070910,3.964885e-02,9.921875e-01
48550,2025-08-20T07:00:53.847225,3.891687e-03,1.000000e+00
48600,2025-08-20T07:01:03.603549,5.146247e-03,1.000000e+00
48650,2025-08-20T07:01:13.343091,1.034885e-01,9.843750e-01
48700,2025-08-20T07:01:22.866826,4.575282e-02,9.921875e-01
48750,2025-08-20T07:01:32.396734,2.971552e-03,1.000000e+00
48800,2025-08-20T07:01:41.945591,1.113772e-02,1.000000e+00
48850,2025-08-20T07:01:51.697135,4.749276e-02,9.843750e-01
48900,2025-08-20T07:02:01.552913,4.696008e-03,1.000000e+00
48950,2025-08-20T07:02:11.546759,1.392799e-02,1.000000e+00
49000,2025-08-20T07:02:21.085599,4.712140e-02,9.921875e-01
49050,2025-08-20T07:04:18.425374,3.883407e-02,9.921875e-01
49100,2025-08-20T07:04:27.996449,4.553284e-03,1.000000e+00
49150,2025-08-20T07:04:37.482403,5.064139e-02,9.843750e-01
49200,2025-08-20T07:04:47.178330,3.960516e-03,1.000000e+00
49250,2025-08-20T07:04:56.931607,4.000187e-03,1.000000e+00
49300,2025-08-20T07:05:06.618794,4.974538e-03,1.000000e+00
49350,2025-08-20T07:05:16.039290,2.676733e-02,9.921875e-01
49400,2025-08-20T07:05:25.617115,9.574395e-02,9.843750e-01
49450,2025-08-20T07:05:35.162260,5.425708e-03,1.000000e+00
49500,2025-08-20T07:05:45.080341,4.202669e-02,9.921875e-01
49550,2025-08-20T07:07:40.775458,7.178327e-02,9.843750e-01
49600,2025-08-20T07:07:50.317587,6.069636e-03,1.000000e+00
49650,2025-08-20T07:07:59.873589,1.559986e-02,9.921875e-01
49700,2025-08-20T07:08:09.203738,3.001229e-02,9.843750e-01
49750,2025-08-20T07:08:18.674221,4.739419e-02,9.921875e-01
49800,2025-08-20T07:08:28.013489,6.634478e-03,1.000000e+00
49850,2025-08-20T07:08:37.598055,3.689381e-03,1.000000e+00
49900,2025-08-20T07:08:47.148751,4.686725e-03,1.000000e+00
49950,2025-08-20T07:08:56.667873,4.220909e-03,1.000000e+00
50000,2025-08-20T07:09:06.044382,4.612135e-02,9.843750e-01
50050,2025-08-20T07:11:02.654660,3.645767e-03,1.000000e+00
50100,2025-08-20T07:11:12.012117,4.064339e-02,9.921875e-01
50150,2025-08-20T07:11:21.344292,5.253749e-03,1.000000e+00
50200,2025-08-20T07:11:30.750464,2.156485e-02,9.921875e-01
50250,2025-08-20T07:11:40.347491,5.158707e-03,1.000000e+00
50300,2025-08-20T07:11:49.893379,2.673201e-03,1.000000e+00
50350,2025-08-20T07:11:59.323060,8.960102e-03,1.000000e+00
50400,2025-08-20T07:12:08.631363,6.297250e-02,9.921875e-01
50450,2025-08-20T07:12:17.816458,5.888312e-03,1.000000e+00
50500,2025-08-20T07:12:27.265751,3.972998e-03,1.000000e+00
50550,2025-08-20T07:14:23.362005,4.998122e-03,1.000000e+00
50600,2025-08-20T07:14:32.956239,1.002341e-02,1.000000e+00
50650,2025-08-20T07:14:42.550569,3.224200e-03,1.000000e+00
50700,2025-08-20T07:14:52.015783,2.519611e-03,1.000000e+00
50750,2025-08-20T07:15:01.260070,4.788889e-02,9.921875e-01
50800,2025-08-20T07:15:10.554048,7.577191e-03,1.000000e+00
50850,2025-08-20T07:15:19.916265,1.388413e-01,9.687500e-01
50900,2025-08-20T07:15:29.419401,1.518670e-02,1.000000e+00
50950,2025-08-20T07:15:38.957922,3.118531e-02,9.921875e-01
51000,2025-08-20T07:15:48.366081,5.509315e-03,1.000000e+00
51050,2025-08-20T07:17:44.719561,2.861852e-02,9.921875e-01
51100,2025-08-20T07:17:54.051654,4.596595e-02,9.843750e-01
51150,2025-08-20T07:18:03.372542,2.165170e-03,1.000000e+00
51200,2025-08-20T07:18:12.670220,3.574507e-03,1.000000e+00
51250,2025-08-20T07:18:22.153814,3.615038e-02,9.921875e-01
51300,2025-08-20T07:18:31.766958,4.271613e-02,9.921875e-01
51350,2025-08-20T07:18:41.200895,1.350249e-01,9.765625e-01
51400,2025-08-20T07:18:50.538548,2.456784e-03,1.000000e+00
51450,2025-08-20T07:18:59.799921,7.354127e-02,9.843750e-01
51500,2025-08-20T07:19:09.105320,4.821075e-03,1.000000e+00
51550,2025-08-20T07:21:05.590961,3.850571e-03,1.000000e+00
51600,2025-08-20T07:21:15.066703,3.119499e-03,1.000000e+00
51650,2025-08-20T07:21:24.576738,4.020655e-03,1.000000e+00
51700,2025-08-20T07:21:34.082970,3.767554e-02,9.843750e-01
51750,2025-08-20T07:21:43.451722,1.974437e-02,9.921875e-01
51800,2025-08-20T07:21:52.766410,3.052052e-03,1.000000e+00
51850,2025-08-20T07:22:02.106424,1.533628e-02,1.000000e+00
51900,2025-08-20T07:22:11.541952,1.563215e-02,9.921875e-01
51950,2025-08-20T07:22:21.060554,6.139851e-02,9.843750e-01
52000,2025-08-20T07:22:30.537499,7.851791e-03,1.000000e+00
52050,2025-08-20T07:24:26.507308,1.956529e-02,9.921875e-01
52100,2025-08-20T07:24:35.885421,3.157571e-03,1.000000e+00
52150,2025-08-20T07:24:45.285277,1.157226e-01,9.843750e-01
52200,2025-08-20T07:24:54.582588,8.196712e-03,1.000000e+00
52250,2025-08-20T07:25:03.926990,3.598374e-03,1.000000e+00
52300,2025-08-20T07:25:13.448298,5.223485e-03,1.000000e+00
52350,2025-08-20T07:25:22.989506,4.789968e-03,1.000000e+00
52400,2025-08-20T07:25:32.451576,3.431177e-03,1.000000e+00
52450,2025-08-20T07:25:41.748551,5.193403e-03,1.000000e+00
52500,2025-08-20T07:25:51.002779,1.514663e-02,9.921875e-01
52550,2025-08-20T07:27:47.472474,3.696802e-02,9.921875e-01
52600,2025-08-20T07:27:56.733771,4.441588e-02,9.921875e-01
52650,2025-08-20T07:28:06.235187,9.396859e-02,9.843750e-01
52700,2025-08-20T07:28:15.756514,6.763064e-02,9.843750e-01
52750,2025-08-20T07:28:25.325877,2.793830e-02,9.921875e-01
52800,2025-08-20T07:28:34.611657,8.416424e-03,1.000000e+00
52850,2025-08-20T07:28:43.892311,5.093770e-02,9.921875e-01
52900,2025-08-20T07:28:53.234699,5.402128e-02,9.921875e-01
52950,2025-08-20T07:29:02.720392,1.604609e-02,9.921875e-01
53000,2025-08-20T07:29:12.262207,4.380340e-02,9.921875e-01
53050,2025-08-20T07:31:08.617838,7.833409e-02,9.843750e-01
53100,2025-08-20T07:31:18.127776,4.274923e-03,1.000000e+00
53150,2025-08-20T07:31:27.445356,3.553945e-03,1.000000e+00
53200,2025-08-20T07:31:36.766327,3.220596e-03,1.000000e+00
53250,2025-08-20T07:31:46.079488,2.764099e-03,1.000000e+00
53300,2025-08-20T07:31:55.584104,9.586047e-02,9.843750e-01
53350,2025-08-20T07:32:05.091002,1.681580e-03,1.000000e+00
53400,2025-08-20T07:32:14.627926,2.647278e-02,9.921875e-01
53450,2025-08-20T07:32:23.969051,4.819314e-03,1.000000e+00
53500,2025-08-20T07:32:33.321831,4.208345e-02,9.921875e-01
53550,2025-08-20T07:34:29.310755,1.035373e-02,1.000000e+00
53600,2025-08-20T07:34:38.555796,1.963084e-03,1.000000e+00
53650,2025-08-20T07:34:47.809821,2.765745e-03,1.000000e+00
53700,2025-08-20T07:34:57.298567,5.152606e-02,9.843750e-01
53750,2025-08-20T07:35:06.733982,2.753080e-03,1.000000e+00
53800,2025-08-20T07:35:16.077767,7.079369e-02,9.843750e-01
53850,2025-08-20T07:35:25.355116,4.997993e-02,9.921875e-01
53900,2025-08-20T07:35:34.675197,3.793946e-03,1.000000e+00
53950,2025-08-20T07:35:43.841109,2.473798e-02,9.921875e-01
54000,2025-08-20T07:35:53.286746,4.224184e-03,1.000000e+00
54050,2025-08-20T07:37:47.958757,2.701414e-03,1.000000e+00
54100,2025-08-20T07:37:57.371955,8.871948e-03,1.000000e+00
54150,2025-08-20T07:38:06.834242,2.353918e-03,1.000000e+00
54200,2025-08-20T07:38:16.172301,1.231470e-02,9.921875e-01
54250,2025-08-20T07:38:25.471899,4.107496e-03,1.000000e+00
54300,2025-08-20T07:38:34.692194,5.970233e-03,1.000000e+00
54350,2025-08-20T07:38:43.975398,2.590148e-02,9.921875e-01
54400,2025-08-20T07:38:53.407290,1.385000e-02,1.000000e+00
54450,2025-08-20T07:39:02.838904,5.317352e-03,1.000000e+00
54500,2025-08-20T07:39:12.271683,5.268572e-03,1.000000e+00
54550,2025-08-20T07:41:05.838697,6.927480e-03,1.000000e+00
54600,2025-08-20T07:41:15.234250,7.069007e-03,1.000000e+00
54650,2025-08-20T07:41:24.421063,4.480612e-02,9.921875e-01
54700,2025-08-20T07:41:33.606702,9.389728e-03,1.000000e+00
54750,2025-08-20T07:41:42.851750,7.015772e-02,9.843750e-01
54800,2025-08-20T07:41:52.248970,4.461900e-03,1.000000e+00
54850,2025-08-20T07:42:01.659386,3.438354e-03,1.000000e+00
54900,2025-08-20T07:42:11.029070,1.442105e-02,9.921875e-01
54950,2025-08-20T07:42:20.219574,2.248919e-03,1.000000e+00
55000,2025-08-20T07:42:29.423291,4.416435e-02,9.921875e-01
55050,2025-08-20T07:44:23.427498,6.158265e-02,9.843750e-01
55100,2025-08-20T07:44:32.717639,4.059731e-02,9.921875e-01
55150,2025-08-20T07:44:41.955933,4.695365e-02,9.921875e-01
55200,2025-08-20T07:44:51.368363,4.371514e-02,9.921875e-01
55250,2025-08-20T07:45:00.817499,2.685613e-03,1.000000e+00
55300,2025-08-20T07:45:10.167218,6.143244e-03,1.000000e+00
55350,2025-08-20T07:45:19.370137,6.463483e-03,1.000000e+00
55400,2025-08-20T07:45:28.617459,5.428486e-03,1.000000e+00
55450,2025-08-20T07:45:37.783035,4.948901e-03,1.000000e+00
55500,2025-08-20T07:45:47.194134,4.857373e-02,9.921875e-01
55550,2025-08-20T07:47:42.379146,2.427345e-03,1.000000e+00
55600,2025-08-20T07:47:51.897170,6.458653e-03,1.000000e+00
55650,2025-08-20T07:48:01.271348,3.326332e-03,1.000000e+00
55700,2025-08-20T07:48:10.648285,4.045006e-02,9.921875e-01
55750,2025-08-20T07:48:20.031969,4.563756e-02,9.921875e-01
55800,2025-08-20T07:48:29.287610,2.454393e-03,1.000000e+00
55850,2025-08-20T07:48:38.611084,4.113183e-02,9.921875e-01
55900,2025-08-20T07:48:48.089836,4.995540e-03,1.000000e+00
55950,2025-08-20T07:48:57.563944,6.065639e-03,1.000000e+00
56000,2025-08-20T07:49:06.965566,2.483670e-03,1.000000e+00
56050,2025-08-20T07:51:01.763230,4.874076e-03,1.000000e+00
56100,2025-08-20T07:51:11.127256,7.008863e-03,1.000000e+00
56150,2025-08-20T07:51:20.380535,1.678799e-02,9.921875e-01
56200,2025-08-20T07:51:29.620692,3.080837e-03,1.000000e+00
56250,2025-08-20T07:51:38.897191,6.450482e-02,9.843750e-01
56300,2025-08-20T07:51:48.336908,9.242836e-02,9.765625e-01
56350,2025-08-20T07:51:57.761774,6.030453e-02,9.921875e-01
56400,2025-08-20T07:52:07.112878,9.158129e-02,9.765625e-01
56450,2025-08-20T07:52:16.311577,6.916463e-03,1.000000e+00
56500,2025-08-20T07:52:25.564352,7.755918e-02,9.843750e-01
56550,2025-08-20T07:54:20.303489,3.836887e-02,9.921875e-01
56600,2025-08-20T07:54:29.432875,4.316898e-02,9.921875e-01
56650,2025-08-20T07:54:38.781175,1.456953e-01,9.687500e-01
56700,2025-08-20T07:54:48.290032,4.939261e-02,9.921875e-01
56750,2025-08-20T07:54:57.741565,6.372951e-03,1.000000e+00
56800,2025-08-20T07:55:07.103182,9.534310e-02,9.843750e-01
56850,2025-08-20T07:55:16.393286,1.029461e-01,9.843750e-01
56900,2025-08-20T07:55:25.587474,3.508430e-02,9.921875e-01
56950,2025-08-20T07:55:34.815806,1.795175e-03,1.000000e+00
57000,2025-08-20T07:55:44.285064,2.613834e-02,9.921875e-01
57050,2025-08-20T07:57:38.480636,2.571480e-03,1.000000e+00
57100,2025-08-20T07:57:47.921217,3.851761e-02,9.921875e-01
57150,2025-08-20T07:57:57.352569,3.523323e-02,9.921875e-01
57200,2025-08-20T07:58:06.644877,5.384058e-02,9.921875e-01
57250,2025-08-20T07:58:15.854884,8.540690e-03,1.000000e+00
57300,2025-08-20T07:58:25.123924,4.566837e-02,9.921875e-01
57350,2025-08-20T07:58:34.469563,2.593488e-03,1.000000e+00
57400,2025-08-20T07:58:43.902423,1.559032e-02,9.921875e-01
57450,2025-08-20T07:58:53.298751,4.381658e-03,1.000000e+00
57500,2025-08-20T07:59:02.704489,2.152454e-02,9.921875e-01
57550,2025-08-20T08:00:57.057549,8.022907e-02,9.843750e-01
57600,2025-08-20T08:01:06.276117,4.864317e-02,9.921875e-01
57650,2025-08-20T08:01:15.467313,8.235885e-03,1.000000e+00
57700,2025-08-20T08:01:24.612390,5.844531e-03,1.000000e+00
57750,2025-08-20T08:01:33.806127,2.269317e-03,1.000000e+00
57800,2025-08-20T08:01:43.269536,5.381887e-02,9.921875e-01
57850,2025-08-20T08:01:52.659970,5.151794e-02,9.921875e-01
57900,2025-08-20T08:02:02.032833,5.481596e-03,1.000000e+00
57950,2025-08-20T08:02:11.301764,5.461447e-02,9.921875e-01
58000,2025-08-20T08:02:20.537306,2.584910e-03,1.000000e+00
58050,2025-08-20T08:04:14.547072,2.827559e-03,1.000000e+00
58100,2025-08-20T08:04:23.740445,5.202319e-02,9.843750e-01
58150,2025-08-20T08:04:32.948464,2.555234e-02,9.921875e-01
58200,2025-08-20T08:04:42.346886,1.655770e-02,9.921875e-01
58250,2025-08-20T08:04:51.761608,4.559438e-03,1.000000e+00
58300,2025-08-20T08:05:01.153524,4.269898e-03,1.000000e+00
58350,2025-08-20T08:05:10.419018,3.395680e-02,9.921875e-01
58400,2025-08-20T08:05:19.597808,4.127584e-02,9.921875e-01
58450,2025-08-20T08:05:28.792974,2.178263e-02,9.921875e-01
58500,2025-08-20T08:05:38.221253,7.952682e-03,1.000000e+00
58550,2025-08-20T08:07:34.244612,6.138421e-03,1.000000e+00
58600,2025-08-20T08:07:43.721316,4.926034e-03,1.000000e+00
58650,2025-08-20T08:07:53.262674,4.677190e-02,9.921875e-01
58700,2025-08-20T08:08:02.492002,3.681137e-03,1.000000e+00
58750,2025-08-20T08:08:11.679979,5.305412e-02,9.921875e-01
58800,2025-08-20T08:08:20.960281,7.169503e-02,9.843750e-01
58850,2025-08-20T08:08:30.282124,5.234774e-03,1.000000e+00
58900,2025-08-20T08:08:39.643456,3.118819e-02,9.921875e-01
58950,2025-08-20T08:08:49.010424,6.886760e-02,9.843750e-01
59000,2025-08-20T08:08:58.350612,2.487767e-02,9.921875e-01
59050,2025-08-20T08:10:52.318529,2.089593e-02,9.921875e-01
59100,2025-08-20T08:11:01.531718,4.149432e-03,1.000000e+00
59150,2025-08-20T08:11:10.753918,2.246709e-03,1.000000e+00
59200,2025-08-20T08:11:19.922351,2.518622e-02,9.921875e-01
59250,2025-08-20T08:11:29.268481,2.800503e-03,1.000000e+00
59300,2025-08-20T08:11:38.708708,7.393973e-02,9.687500e-01
59350,2025-08-20T08:11:48.045136,5.162233e-02,9.843750e-01
59400,2025-08-20T08:11:57.346232,1.032853e-01,9.765625e-01
59450,2025-08-20T08:12:06.579107,4.846234e-03,1.000000e+00
59500,2025-08-20T08:12:15.764259,7.702830e-02,9.843750e-01
59550,2025-08-20T08:14:09.913826,1.334011e-02,9.921875e-01
59600,2025-08-20T08:14:19.035926,4.360999e-03,1.000000e+00
59650,2025-08-20T08:14:28.306037,3.411260e-02,9.921875e-01
59700,2025-08-20T08:14:37.722097,4.614450e-02,9.843750e-01
59750,2025-08-20T08:14:47.150469,8.930661e-02,9.843750e-01
59800,2025-08-20T08:14:56.570880,5.660645e-02,9.921875e-01
59850,2025-08-20T08:15:05.839700,5.180840e-02,9.921875e-01
59900,2025-08-20T08:15:15.095802,3.309142e-02,9.921875e-01
59950,2025-08-20T08:15:24.280323,3.080740e-02,9.921875e-01
60000,2025-08-20T08:15:33.785991,6.069829e-03,1.000000e+00
60050,2025-08-20T08:17:28.206284,3.239281e-03,1.000000e+00
60100,2025-08-20T08:17:37.632814,6.700517e-03,1.000000e+00
60150,2025-08-20T08:17:47.134130,1.869034e-02,9.921875e-01
60200,2025-08-20T08:17:56.533137,3.927844e-02,9.921875e-01
60250,2025-08-20T08:18:05.768289,2.806948e-03,1.000000e+00
60300,2025-08-20T08:18:15.015923,4.123311e-02,9.921875e-01
60350,2025-08-20T08:18:24.261303,3.274552e-02,9.921875e-01
60400,2025-08-20T08:18:33.742035,8.206309e-02,9.843750e-01
60450,2025-08-20T08:18:43.204362,1.475555e-02,9.921875e-01
60500,2025-08-20T08:18:52.692581,4.727278e-02,9.921875e-01
60550,2025-08-20T08:20:47.320178,4.832282e-02,9.921875e-01
60600,2025-08-20T08:20:56.750774,3.948732e-03,1.000000e+00
60650,2025-08-20T08:21:05.983890,6.745616e-03,1.000000e+00
60700,2025-08-20T08:21:15.297385,1.376936e-03,1.000000e+00
60750,2025-08-20T08:21:24.566162,1.480962e-01,9.765625e-01
60800,2025-08-20T08:21:33.982247,2.009198e-03,1.000000e+00
60850,2025-08-20T08:21:43.504197,6.841505e-03,1.000000e+00
60900,2025-08-20T08:21:52.976862,4.516244e-03,1.000000e+00
60950,2025-08-20T08:22:02.203880,3.079522e-03,1.000000e+00
61000,2025-08-20T08:22:11.409674,4.702106e-03,1.000000e+00
61050,2025-08-20T08:24:06.139725,3.449447e-02,9.921875e-01
61100,2025-08-20T08:24:15.455331,2.983132e-03,1.000000e+00
61150,2025-08-20T08:24:24.702064,5.583143e-03,1.000000e+00
61200,2025-08-20T08:24:34.177945,6.724821e-03,1.000000e+00
61250,2025-08-20T08:24:43.604043,4.158832e-02,9.921875e-01
61300,2025-08-20T08:24:53.055227,4.651520e-02,9.921875e-01
61350,2025-08-20T08:25:02.361849,1.049987e-02,9.921875e-01
61400,2025-08-20T08:25:11.575066,3.883264e-02,9.921875e-01
61450,2025-08-20T08:25:20.756681,3.362234e-03,1.000000e+00
61500,2025-08-20T08:25:30.088718,2.378625e-02,9.921875e-01
61550,2025-08-20T08:27:24.371731,1.154933e-01,9.765625e-01
61600,2025-08-20T08:27:33.610896,7.797637e-03,1.000000e+00
61650,2025-08-20T08:27:43.011433,4.199504e-02,9.921875e-01
61700,2025-08-20T08:27:52.450389,4.443388e-02,9.921875e-01
61750,2025-08-20T08:28:01.781653,3.038856e-03,1.000000e+00
61800,2025-08-20T08:28:10.962428,3.798848e-02,9.921875e-01
61850,2025-08-20T08:28:20.115781,5.675916e-03,1.000000e+00
61900,2025-08-20T08:28:29.492791,6.143073e-02,9.765625e-01
61950,2025-08-20T08:28:38.952678,1.204751e-02,9.921875e-01
62000,2025-08-20T08:28:48.396364,1.263719e-01,9.609375e-01
62050,2025-08-20T08:30:44.573672,5.655120e-02,9.765625e-01
62100,2025-08-20T08:30:54.049305,4.605560e-02,9.843750e-01
62150,2025-08-20T08:31:03.292346,4.765471e-02,9.921875e-01
62200,2025-08-20T08:31:12.547951,1.065445e-02,9.921875e-01
62250,2025-08-20T08:31:21.817441,3.053807e-03,1.000000e+00
62300,2025-08-20T08:31:31.162737,4.672776e-02,9.921875e-01
62350,2025-08-20T08:31:40.596411,2.946259e-03,1.000000e+00
62400,2025-08-20T08:31:50.075648,4.328721e-03,1.000000e+00
62450,2025-08-20T08:31:59.395479,1.408404e-02,9.921875e-01
